7108
(8923,-8.619183,41.026901)
(13331,-8.633995,40.978430)
(4407,-8.590395,40.987387)
(4408,-8.630260,41.043929)
(13332,-8.629595,41.024700)
(13334,-8.606567,41.000571)
(2,-8.630666,40.987553)
(13335,-8.627567,40.996230)
(3,-8.634016,41.030875)
(13337,-8.615674,41.028374)
(8928,-8.637450,41.002787)
(13338,-8.587530,41.012138)
(8929,-8.616925,40.983728)
(4414,-8.630953,41.046401)
(4415,-8.591152,41.002233)
(13341,-8.641470,41.022180)
(7,-8.631332,41.043894)
(8932,-8.638273,41.002060)
(8933,-8.629538,41.010023)
(4419,-8.614058,41.001553)
(13345,-8.623384,41.002871)
(8,-8.606281,40.999992)
(4422,-8.612142,41.005387)
(13346,-8.594622,40.991036)
(9,-8.643400,41.001800)
(4424,-8.599268,41.036399)
(10,-8.596079,40.991459)
(4425,-8.629375,41.024856)
(12,-8.622075,40.999983)
(4427,-8.628418,41.042409)
(13351,-8.621240,40.999775)
(4428,-8.613474,41.027979)
(4429,-8.641085,41.035664)
(4430,-8.629204,41.024829)
(14,-8.605754,41.006100)
(8943,-8.636884,40.986835)
(4433,-8.606310,41.010512)
(15,-8.592429,41.001179)
(13355,-8.639141,41.008377)
(8944,-8.622865,40.986939)
(4437,-8.635351,41.004660)
(13357,-8.613540,40.984899)
(13360,-8.598830,40.990588)
(8947,-8.623423,41.005558)
(4441,-8.629086,41.040921)
(8949,-8.592605,41.010465)
(20,-8.588720,41.007171)
(8950,-8.633925,41.021829)
(13364,-8.639377,41.009404)
(4443,-8.618336,41.008116)
(8951,-8.634858,41.042078)
(8953,-8.634844,41.013823)
(24,-8.623452,41.039361)
(8954,-8.637038,41.011053)
(13365,-8.643043,41.003976)
(13366,-8.644126,41.009675)
(13367,-8.644557,41.005964)
(8955,-8.595740,40.994691)
(27,-8.642423,41.023753)
(4448,-8.620703,41.010741)
(8956,-8.646214,40.998318)
(28,-8.643648,41.011040)
(13371,-8.604526,40.997436)
(13372,-8.643135,41.032769)
(32,-8.628987,40.992115)
(13373,-8.643997,41.009799)
(33,-8.613989,41.003403)
(35,-8.639814,41.015150)
(37,-8.632389,41.003965)
(38,-8.634332,41.004136)
(8964,-8.612431,40.998211)
(8965,-8.623756,40.984537)
(39,-8.602713,41.036071)
(4453,-8.609249,41.000670)
(4454,-8.605774,41.007004)
(8967,-8.632147,41.046439)
(8968,-8.611489,41.026719)
(13377,-8.642890,40.997658)
(8969,-8.604996,40.997680)
(43,-8.616291,41.012593)
(44,-8.621625,41.040467)
(8970,-8.623153,40.985131)
(8971,-8.624465,41.031224)
(46,-8.586695,41.009350)
(8973,-8.621154,41.038794)
(4460,-8.620798,41.010002)
(13382,-8.625163,41.018150)
(4461,-8.621576,41.040963)
(4462,-8.619881,41.033266)
(48,-8.631296,41.041897)
(4463,-8.640009,40.996475)
(4466,-8.617571,40.984378)
(13386,-8.632760,41.005483)
(8976,-8.639508,41.007820)
(50,-8.612573,41.026380)
(8977,-8.636570,41.016198)
(8979,-8.630608,40.988157)
(8980,-8.621086,41.033633)
(13388,-8.637572,40.981064)
(4473,-8.605788,40.998129)
(56,-8.636766,41.013641)
(13390,-8.644492,41.009137)
(57,-8.643004,41.013579)
(8981,-8.622962,41.019449)
(13391,-8.639598,41.020369)
(8984,-8.625486,40.991068)
(13393,-8.639648,41.018329)
(4480,-8.631586,40.975094)
(60,-8.623339,41.023815)
(4484,-8.627143,41.003278)
(8987,-8.593259,41.005133)
(4486,-8.635500,40.989939)
(4487,-8.630064,41.034333)
(8988,-8.619784,41.009578)
(13396,-8.640630,41.014987)
(8993,-8.600591,41.019978)
(8995,-8.623754,41.023419)
(4490,-8.627892,40.997032)
(8996,-8.617252,41.016481)
(64,-8.626736,41.024767)
(4492,-8.633974,41.003936)
(13397,-8.605515,41.012774)
(4494,-8.643840,41.036340)
(8997,-8.626346,41.025258)
(8998,-8.611695,41.001682)
(13398,-8.606416,41.000522)
(4496,-8.624451,41.033067)
(9000,-8.631798,41.021893)
(66,-8.612339,40.995742)
(9002,-8.588664,41.000901)
(70,-8.627794,40.999713)
(71,-8.592865,41.021157)
(4498,-8.613748,41.006438)
(4499,-8.606490,41.008956)
(72,-8.602712,41.013422)
(4502,-8.604269,41.007007)
(9007,-8.623633,41.022804)
(76,-8.618284,41.007638)
(9008,-8.616967,40.996158)
(9009,-8.615070,41.002939)
(13402,-8.608447,41.018731)
(13403,-8.642140,41.035969)
(9011,-8.638939,41.009403)
(78,-8.613915,41.022064)
(80,-8.613494,41.003612)
(9013,-8.629061,40.991105)
(4504,-8.598358,40.985896)
(13407,-8.607356,41.014347)
(9016,-8.634239,41.004138)
(4506,-8.598111,41.032879)
(85,-8.629270,40.991318)
(9017,-8.624280,41.017174)
(13409,-8.623117,41.019874)
(87,-8.639195,41.008806)
(88,-8.629934,41.038131)
(89,-8.629956,41.016132)
(13411,-8.631501,41.008450)
(4510,-8.628225,41.042299)
(13412,-8.602113,41.021964)
(9023,-8.630554,40.977936)
(13413,-8.601816,41.036643)
(4512,-8.610727,41.018462)
(9025,-8.627767,40.977700)
(13417,-8.615690,40.984728)
(94,-8.632416,41.041999)
(4516,-8.617460,41.000202)
(13419,-8.624229,40.987625)
(13420,-8.613526,41.038510)
(13421,-8.620659,41.008550)
(4520,-8.621106,41.011727)
(9030,-8.637825,41.027892)
(4521,-8.633330,41.031000)
(9034,-8.629633,41.024659)
(9035,-8.595866,40.998377)
(13426,-8.632216,40.994409)
(13428,-8.627170,41.024962)
(13429,-8.606951,40.997028)
(4524,-8.641010,41.042031)
(4525,-8.640858,41.038945)
(100,-8.634447,41.007203)
(9043,-8.624808,41.033788)
(9044,-8.625627,41.038247)
(103,-8.643847,41.001646)
(105,-8.627030,40.989220)
(9047,-8.623733,41.029486)
(4529,-8.642991,41.005944)
(109,-8.616321,41.039646)
(9048,-8.638493,41.000948)
(9049,-8.640023,41.039255)
(13438,-8.593059,41.009377)
(4531,-8.642892,40.999509)
(13441,-8.624259,40.987517)
(9051,-8.617368,41.030692)
(110,-8.632514,41.015290)
(4532,-8.627996,41.010999)
(9054,-8.620146,40.998355)
(9055,-8.593494,40.991475)
(115,-8.637237,41.016338)
(4534,-8.633296,40.975644)
(116,-8.595789,41.008482)
(13445,-8.602498,40.998247)
(13446,-8.624636,41.008538)
(117,-8.622311,41.037768)
(118,-8.608249,40.997269)
(9061,-8.616130,41.002625)
(4537,-8.637905,41.011741)
(4538,-8.602440,40.993714)
(9063,-8.590760,41.006257)
(120,-8.615748,41.015702)
(9064,-8.644950,40.997069)
