10365
(1,0.0,-0.0)
(2,-5374.384389511542,1511.1390530997887)
(3,-2232.238152389531,1272.8483253000304)
(4,-1964.9255487358896,-1299.5351076945662)
(5,-187.47464632277843,-1256.0578913763165)
(6,744.7836186653003,-2940.9946148209274)
(7,413.0891524844337,435.9953073738143)
(8,-4258.0985209266655,1299.6463026218116)
(9,-412.53317785123363,-1455.986369483173)
(10,-3031.7296749638626,-525.1736385421827)
(11,-1504.6897473542485,-1835.1610693419352)
(12,5.893331112107262,-124.64951276872307)
(13,466.24032742052805,-1283.0782585507259)
(14,175.13200946513098,307.0091924658045)
(15,-3962.987185612088,-3297.040769937448)
(16,-5564.527714073658,-158.11918568890542)
(17,-267.8685782867251,-1519.8122573774308)
(18,-1237.93311833404,71.27594797872007)
(19,-3798.7522789582144,-673.2852808330208)
(20,-1448.425114471931,-1077.9236188922077)
(21,-2756.0774518121034,442.3334181923419)
(22,126.42863159487024,7063.324130316265)
(23,-1785.2345472784946,-3012.1593678742647)
(24,-3784.2969384943135,-237.28997345920652)
(25,-1740.7565766206244,-698.0817494746298)
(26,-3834.5570453376276,-192.7008078750223)
(27,-5048.138474736246,-406.0838721059263)
(28,-2941.9953691615956,4758.1421060478315)
(29,963.3928444484482,884.222056677565)
(30,-5010.665784457233,-685.2943329103291)
(31,-1549.2789129385492,-1626.8929717354476)
(32,1639.457998447353,-454.0088854888454)
(33,-983.7415160244564,-1041.4516829522327)
(34,-146.7773031706456,-1203.0179113671184)
(35,2303.7364902218105,1853.6194271650165)
(36,-3747.602612701594,-40.80853807833046)
(37,187.36345139611512,1290.7507084896788)
(38,1420.070408177562,-1351.9079181440175)
(39,-3830.7764178316575,-647.7104477044195)
(40,-3498.5259770178236,239.2914821393788)
(41,-4808.0686281108065,-408.64135541860014)
(42,449.44989349739626,-1760.4380786363035)
(43,1837.4961628012825,1746.8722975868732)
(44,-1881.6405486792792,79.8379573309794)
(45,1032.6672837479273,-488.4793127486482)
(46,1523.5928848835174,1434.414553714916)
(47,2326.0866704775253,1711.2899210592732)
(48,1556.1729983905097,-1113.5059954188764)
(49,2142.5038465871476,-1132.2979380218312)
(50,-2595.0671980306506,-308.2323366580531)
(51,-2931.320656204014,-954.4972503166646)
(52,-1255.7243065969087,-471.1329041933641)
(53,-1171.7721369804349,373.9485383061692)
(54,1235.3756350209005,-1324.9987458959222)
(55,287.4388853762066,-676.2875438518822)
(56,-448.67152901075315,-363.60741012729704)
(57,-1869.5203016750747,1308.0971170468256)
(58,-1179.6669767721323,-1087.1527978032827)
(59,-262.53122180793434,-1443.1989529188722)
(60,-278.76568109798245,-1211.5799207184464)
(61,1638.0124644008465,-395.6315490016714)
(62,183.13804418360814,319.12943946942687)
(63,-3631.6263042112114,1655.581262811087)
(64,1960.4777516701724,1608.1010291334242)
(65,1845.8357822995167,404.63833806011826)
(66,-1553.3931252243929,117.86662224307656)
(67,-2292.950582337333,-39.36300403159112)
(68,-588.1099670231342,-1534.378792767413)
(69,-1942.352978627081,-155.22811759542674)
(70,-1846.3917569329496,-369.8343260185793)
(71,-3792.970142772654,-2776.5373183144256)
(72,-1923.4498410975793,326.1347198486328)
(73,-4303.132466217969,-606.3459349926561)
(74,1998.6176115092821,1620.2212761379778)
(75,440.4431044389494,-3522.099301465787)
(76,-305.4524634926347,-1479.0037192991003)
(77,1720.6302948978264,-1821.8176781442016)
(78,-1631.3407688022126,69.49682915396988)
(79,-2884.2852022333536,-2064.000228376128)
(80,146.8884980973089,332.3616357408464)
(81,674.2860351724084,484.5874903174117)
(82,-13.788170904037543,688.8525705635548)
(83,-2953.1148618264124,-478.24937949795276)
(84,-4352.28062379465,-1167.8803145466372)
(85,-3682.7759704677155,-56.93180244136602)
(86,2161.406984116882,-1586.0844336580485)
(87,-1001.3103144342313,-2827.2422048645094)
(88,-3372.430930202827,-2396.250669189729)
(89,660.0530845620669,4799.729008613154)
(90,-4795.503601399832,-415.42424594424665)
(91,-517.3899936771486,6.894085452891886)
(92,-1163.9884921152843,-1444.644486966543)
(93,2140.613532834337,1661.0298142172396)
(94,-2630.5383796303067,-1902.211610108614)
(95,-2951.2245480731362,658.3851606631652)
(96,1804.6936594413128,324.6891858028248)
(97,-188.9201803690521,-1556.6177780972794)
(98,-2266.5973847226705,77.16927909106016)
(99,980.7392530051293,-2048.0993538657203)
(100,1883.9756421387428,-2300.956617055461)
(101,-1829.3789331563748,-695.6354610873386)
(102,-1780.6755552858813,-3096.4451222699136)
(103,-3102.672038163175,620.6900805300102)
(104,450.33945291035343,-1502.5770437475294)
(105,-850.3076040509623,-182.69326447695494)
(106,911.0200339987641,-3262.5703426776454)
(107,-1501.9098741881317,-1755.8790866434574)
(108,-850.0852141975192,-1275.9617832461372)
(109,-4722.559729521163,-3448.821844807826)
(110,-4679.527292909683,-615.9086986836046)
(111,1830.7132722758688,-2524.7920043906197)
(112,-2625.4234130048426,5368.268668546341)
(113,-2931.0982663504547,677.955467752181)
(114,648.6000071177259,1741.9797208141536)
(115,-4210.729482176248,1385.4887859914452)
(116,-842.4127642591484,-3568.022806169465)
(117,-1087.597577510518,-2490.4327720580623)
(118,323.3548466823995,-2856.8200553515926)
(119,1090.1550608233083,1398.8321771891788)
(120,1412.7315430189483,1469.9969302406535)
(121,-3076.652425328386,-1521.2577914241701)
(122,300.0039120868314,-2491.2111365441233)
(123,-319.5742191764293,223.8353873360902)
(124,1249.497390704928,1255.8355015246198)
(125,-103.18889192608185,-1217.139667050913)
(126,-2552.1459563459503,1296.4216497484595)
(127,-2702.703887022799,-459.3462419677526)
(128,1781.7875045525143,-3219.5379060655832)
(129,-771.0256213535322,-1219.9195402171463)
(130,-2968.459761703154,-1924.6729852901772)
(131,-1045.8994800186483,-1724.1885325508192)
(132,-1357.02288477018,-1584.9724843911827)
(133,-2121.3768105248455,50.0377169912681)
(134,-3468.503346823738,421.4287719829008)
(135,2293.395362043986,-1705.6189798004925)
(136,604.3444263130659,148.5564219970256)
(137,-1135.856175674242,-3244.00078992825)
(138,-1379.8178447321989,-1062.9123037951067)
(139,3405.5670183427865,-2651.2206359859556)
(140,-3518.541063813842,585.6636786367744)
(141,-4548.206084542326,-2284.610962838866)
(142,-1440.6414696070133,-885.5563957970589)
(143,-2388.800609105034,3110.678072881885)
(144,-4526.189489066834,-3669.098994489759)
(145,-1565.624567155377,-1584.1941199051216)
(146,-1746.761102659395,597.3391459351406)
(147,968.841395854135,733.9977107811719)
(148,-250.2997798770666,-1132.1867430945858)
(149,-523.8392994225724,244.1840589120984)
(150,1656.0260425172746,-1402.6128046941012)
(151,-3718.8031267005717,73.7222363660112)
(152,-789.4839791763807,708.3116827262565)
(153,-94.29329779464751,-1346.9041464449838)
(154,-2427.16285879747,-4027.702632918954)
(155,-3819.768120093853,-448.67152901086956)
(156,-5976.282527438481,2168.634654348716)
(157,586.6644329768606,1064.0242530619726)
(158,-2677.6850285276305,-1575.4097207002342)
(159,36.138351159519516,484.3651004647836)
(160,1633.675862261909,-3964.543914584443)
(161,2114.482725072885,-1149.8667364306748)
(162,1708.1764631137485,-4193.827853325754)
(163,-1081.0370768383145,-1148.6435922374949)
(164,-1392.271676516626,-1568.6268301745877)
(165,-2961.009701617877,375.1716824993491)
(166,-432.88184942735825,-1669.8142134202644)
(167,-1622.889954377315,-996.4177376618609)
(168,-3939.1914713100996,-3233.9932465301827)
(169,1829.601323009585,339.36691612005234)
(170,-2205.9961497014156,-3286.0324721997604)
(171,-80.61632181738969,377.17319117859006)
(172,-470.91051433992106,-1667.1455351822078)
(173,-1953.6948611449916,-3171.5016977554187)
(174,-1209.3560221863445,-1750.4305352382362)
(175,1507.803205300239,-1333.5607552481815)
(176,-807.9423369995784,-1041.2292930996045)
(177,-2111.1468772736844,-1854.9537662845105)
(178,615.9086986841867,4800.840957879089)
(179,-2115.705869266065,-151.00271038338542)
