3964
(7100,0.0,-0.0)
(3216,-312.56893879768904,-23.684519375674427)
(8369,1034.4464025744237,1655.3588729575276)
(5811,-2682.9111900796415,1925.4513497771695)
(8371,-3487.5176792797865,1366.363258608617)
(1,280.65599485102575,1555.5058288304135)
(9073,-999.1976108278614,216.60771710332483)
(7102,-3543.559922308661,1099.4954346613958)
(2561,-1174.8855949261924,-500.26597497425973)
(8373,1413.065127799171,910.3528644386679)
(2562,956.2763691433938,2193.987097623758)
(9074,111.08373171812855,253.63562767673284)
(1842,85.50889858964365,287.3276904495433)
(1224,2425.828519677976,111.6397063517943)
(2563,1269.8460622810526,-1713.8474043728784)
(5813,-3053.0791008796077,1919.33562881127)
(1225,-1501.9098741878988,1114.1731649786234)
(3864,-3327.8417646182934,1742.980475153774)
(5148,-1712.7354551060125,738.7790926266462)
(5814,-1896.874253629474,979.8496935917065)
(5150,1371.7006150874076,2173.9720108276233)
(5151,-969.3973704872187,1210.579166378826)
(8374,-1661.474593922845,1524.0376645904034)
(5,93.18134852824733,299.447937454097)
(7769,-1165.5452210881049,890.5601674960926)
(6,1025.439613516326,-1385.4887859905139)
(9077,-228.0607945478987,1808.0295072412118)
(3866,697.6369697682094,2433.8345543965697)
(7771,-4339.048427523696,960.1681915754452)
(7104,1392.8276511499425,499.1540257073939)
(5152,151.44749009003863,110.41656215768307)
(7,693.7451473354595,1991.5011362042278)
(9735,1165.656416015001,-152.78182920906693)
(1228,-813.2796934781363,-82.61783049721271)
(2571,887.3355146236718,1723.9661426972598)
(5155,891.2273370561888,2289.169954831712)
(610,-1709.1772174534854,1263.5079514626414)
(6491,-1193.0103679692838,943.4889525789768)
(1846,265.86706960736774,-101.40977310016751)
(6492,-50.2601068430813,203.70910561271012)
(7107,1156.6496269569034,2723.163753525354)
(9081,-632.1431579742348,-302.7837852537632)
(1229,-71.49833783239592,-380.5090389782563)
(611,-575.100160605507,883.3324972651899)
(3868,754.6799671368208,-242.0713553056121)
(3869,1693.0539530901005,1370.36627596803)
(4523,419.76084808341693,-1108.8358084997162)
(7108,-3224.764067618642,1733.195321609266)
(9739,-1298.2007685751887,520.837036402896)
(9,-131.87718300020788,99.51945934724063)
(8379,321.5757278561359,1939.0171308275312)
(2573,-435.4393327400321,1668.2574844481423)
(1231,-614.018384931027,501.04433946032077)
(4525,446.33643555128947,2031.9760895026848)
(7774,285.4373766967328,1425.9637392899022)
(11,-1224.0337525032228,-279.6552405115217)
(12,286.549325963133,1430.8563160616904)
(3225,-617.6878175104503,-90.73506014142185)
(5818,1464.7707686889917,825.7335252631456)
(1851,267.7573833602946,1441.531029020436)
(7112,-1208.577657699585,-214.6062084240839)
(13,746.8963222715538,272.42757027968764)
(3872,1485.119440264767,1505.8016966208816)
(9085,334.58553427353036,2301.4013967625797)
(1232,621.8020297965268,1199.2372838612646)
(6496,876.5496067390777,-342.36917913891375)
(7113,2434.612918882747,426.76612846180797)
(3226,-226.7264554281719,-25.241248348727822)
(5160,717.9856413442176,-11.23068759124726)
(8381,-432.6594595737988,303.56214973982424)
(1234,1500.6867299949517,-475.3583114054054)
(3874,772.3599604733754,-215.1621830575168)
(618,708.5340725793503,637.1469296738505)
(2575,754.0127975767246,-184.47238330263644)
(619,1104.7215962138725,413.0891524842009)
(5162,-3604.939521816559,877.4391661528498)
(14,455.78800431615673,1862.515021296218)
(620,2030.530555456411,1783.6778183057904)
(1235,-809.6102608988294,-83.61858483683318)
(621,-557.6425571223954,127.76297071482986)
(4529,-922.4731114432216,508.6055944720283)
(6499,-2388.022244618507,1840.1648410400376)
(4530,-655.1605077896966,-236.7339988257736)
(623,2064.5562030097935,1854.1754017975181)
(4531,1422.739086417365,565.0926172081381)
(7777,-180.02458623738494,-1599.7614096356556)
(5824,454.12008041644003,584.3293395172805)
(3877,-1062.356329162023,665.2792461141944)
(5166,1212.8030649123248,-1714.7369637861848)
(1237,-2493.657424930716,1990.1667970847338)
(1853,-3063.531423983979,1903.2123644482344)
(624,-1667.3679250349523,277.5425369050354)
(7122,-1076.4780848457012,-428.99002699460834)
(625,-3132.917058210238,1863.4045807095245)
(627,610.1265624988591,-958.9450473822653)
(1239,-90.179085508571,437.1072566397488)
(5167,500.1547800473636,2433.389774689451)
(7778,1365.4736991953105,2195.988606302999)
(628,-3535.4426926635206,1356.689299990423)
(1240,263.8655609275447,1985.6078050918877)
(2582,1909.9952549736481,1180.4453412583098)
(5828,-1027.5523171222303,1372.0341998664662)
(9744,2321.9724581916817,206.48897877894342)
(1859,-791.0407081493177,489.9248467963189)
(3233,-1046.4554546519648,1710.0667768670246)
(1241,-833.4059752008179,480.0284983245656)
