10000
(0, 0, 0)
(1, 0, 37)
(2, 0, 74)
(3, 0, 111)
(4, 0, 148)
(5, 0, 185)
(6, 0, 222)
(7, 0, 259)
(8, 0, 296)
(9, 0, 333)
(10, 0, 370)
(11, 0, 407)
(12, 0, 444)
(13, 0, 481)
(14, 0, 518)
(15, 0, 555)
(16, 0, 592)
(17, 0, 629)
(18, 0, 666)
(19, 0, 703)
(20, 0, 740)
(21, 0, 777)
(22, 0, 814)
(23, 0, 851)
(24, 0, 888)
(25, 0, 925)
(26, 0, 962)
(27, 0, 999)
(28, 0, 1036)
(29, 0, 1073)
(30, 0, 1110)
(31, 0, 1147)
(32, 0, 1184)
(33, 0, 1221)
(34, 0, 1258)
(35, 0, 1295)
(36, 0, 1332)
(37, 0, 1369)
(38, 0, 1406)
(39, 0, 1443)
(40, 0, 1480)
(41, 0, 1517)
(42, 0, 1554)
(43, 0, 1591)
(44, 0, 1628)
(45, 0, 1665)
(46, 0, 1702)
(47, 0, 1739)
(48, 0, 1776)
(49, 0, 1813)
(50, 0, 1850)
(51, 0, 1887)
(52, 0, 1924)
(53, 0, 1961)
(54, 0, 1998)
(55, 0, 2035)
(56, 0, 2072)
(57, 0, 2109)
(58, 0, 2146)
(59, 0, 2183)
(60, 0, 2220)
(61, 0, 2257)
(62, 0, 2294)
(63, 0, 2331)
(64, 0, 2368)
(65, 0, 2405)
(66, 0, 2442)
(67, 0, 2479)
(68, 0, 2516)
(69, 0, 2553)
(70, 0, 2590)
(71, 0, 2627)
(72, 0, 2664)
(73, 0, 2701)
(74, 0, 2738)
(75, 0, 2775)
(76, 0, 2812)
(77, 0, 2849)
(78, 0, 2886)
(79, 0, 2923)
(80, 0, 2960)
(81, 0, 2997)
(82, 0, 3034)
(83, 0, 3071)
(84, 0, 3108)
(85, 0, 3145)
(86, 0, 3182)
(87, 0, 3219)
(88, 0, 3256)
(89, 0, 3293)
(90, 0, 3330)
(91, 0, 3367)
(92, 0, 3404)
(93, 0, 3441)
(94, 0, 3478)
(95, 0, 3515)
(96, 0, 3552)
(97, 0, 3589)
(98, 0, 3626)
(99, 0, 3663)
(100, 37, 0)
(101, 37, 37)
(102, 37, 74)
(103, 37, 111)
(104, 37, 148)
(105, 37, 185)
(106, 37, 222)
(107, 37, 259)
(108, 37, 296)
(109, 37, 333)
(110, 37, 370)
(111, 37, 407)
(112, 37, 444)
(113, 37, 481)
(114, 37, 518)
(115, 37, 555)
