(3989,8)
(3988,8)
(4887,2)
(544,4)
(7323,3)
(8647,2)
(9013,3)
(9698,2)
(7131,3)
(12334,9)
(2684,3)
(9018,8)
(11139,7)
(4055,6)
(4886,2)
(4054,6)
(4099,9)
(4098,9)
(451,10)
(4030,2)
(9112,8)
(4842,2)
(10271,6)
(10878,1)
(11177,1)
(7481,7)
(10270,6)
(2776,9)
(9113,8)
(3897,2)
(7322,3)
(3896,2)
(11807,2)
(1865,3)
(11898,10)
(2368,5)
(6839,4)
(10193,10)
(128,3)
(7025,4)
(1333,2)
(129,3)
(1332,2)
(7024,4)
(10375,2)
(5187,8)
(10374,2)
(3266,5)
(11531,3)
(5291,4)
(8714,2)
(1293,4)
(5036,8)
(6120,1)
(7439,7)
(4786,2)
(10235,4)
(2837,2)
(3902,7)
(2348,3)
(3683,6)
(1292,4)
(8011,9)
(6716,4)
(10113,1)
(824,1)
(3181,4)
(3601,3)
(3824,4)
(624,9)
(1897,2)
(7279,4)
(10926,5)
(2919,3)
(3008,3)
(3009,3)
(9030,3)
(781,5)
(3448,3)
(2079,1)
(5010,3)
(5234,9)
(5987,3)
(8495,3)
(9412,4)
(1192,2)
(9413,4)
(563,1)
(1340,1)
(562,1)
(7737,10)
(3209,4)
(7850,4)
(7851,4)
(9918,10)
(3073,3)
(6608,1)
(1193,2)
(9364,2)
(7644,9)
(7967,4)
(7966,4)
(11293,4)
(6313,9)
(10532,3)
(3440,4)
(5002,3)
(11460,5)
(12011,6)
(10268,1)
(11327,4)
(676,8)
(10269,1)
(7177,1)
(9154,6)
(4350,7)
(7451,4)
(6561,10)
(7450,4)
(6845,6)
(7346,3)
(154,7)
(8945,1)
(193,1)
(3760,4)
(5495,3)
(7176,1)
(9078,4)
(9081,2)
(4689,5)
(5366,4)
(9577,9)
(11574,9)
(4351,7)
(9576,9)
(4444,9)
(10639,2)
(649,2)
(3991,10)
(163,4)
(2604,9)
(277,4)
(5842,2)
(2259,7)
(4516,4)
(5019,4)
(6318,2)
(1673,8)
(12136,4)
(1672,8)
(9797,1)
(3951,3)
(9796,1)
(2453,4)
(4108,4)
(3990,10)
(10297,4)
(4261,2)
(11858,1)
(648,2)
(9901,1)
(3227,4)
(7594,5)
(9159,1)
(9900,1)
(151,3)
(7006,3)
(150,3)
(6485,3)
(6993,3)
(7858,1)
(5341,3)
(6992,3)
(5340,3)
(10125,4)
(5822,4)
(10727,9)
(3535,10)
(9388,1)
(5206,5)
(10555,1)
(5207,5)
(7783,2)
(1528,8)
(1878,10)
(7555,1)
(11802,7)
(3919,1)
(4598,2)
(7071,3)
(8172,4)
(7070,3)
(10961,9)
(6523,10)
(10960,9)
(1255,4)
(6522,10)
(1254,4)
(9471,2)
(9470,2)
(10955,1)
(7587,3)
(10554,1)
(1111,1)
(7586,3)
(9286,5)
(9295,7)
(12215,5)
(3918,1)
(4385,4)
(1879,10)
(6020,5)
(3174,4)
(6021,5)
(10070,3)
(9756,2)
(11859,1)
(2427,7)
(10066,2)
(6178,10)
(10067,2)
(4218,3)
(6179,10)
(3825,4)
(7278,4)
(5003,3)
(9474,7)
(6035,5)
(2191,4)
(4366,8)
(928,3)
(5774,1)
(8523,10)
(5253,3)
(6458,3)
(5015,3)
(10702,10)
(909,6)
(3320,5)
(1352,4)
(3291,2)
(7824,6)
(3221,10)
(10530,2)
(3290,2)
(5585,2)
(11093,7)
(5014,3)
(11691,7)
(2948,6)
(10543,2)
(11690,7)
(3220,10)
(10703,10)
(2949,6)
(133,1)
(4122,2)
(132,1)
(11521,2)
(561,4)
(3578,3)
(11144,4)
(4123,2)
(5584,2)
(908,6)
(9529,2)
(6347,1)
(9632,2)
(8767,3)
(12278,10)
(5566,6)
(7681,10)
(463,4)
(8852,4)
(560,4)
(745,1)
(744,1)
(811,6)
(11968,3)
(102,1)
(3289,2)
(8030,9)
(8109,3)
(5567,6)
(8480,7)
(7680,10)
(8853,4)
(4104,9)
(9633,2)
(6346,1)
(11969,3)
(810,6)
(12279,10)
(1353,4)
(8766,3)
(1381,3)
(8108,3)
(6128,10)
(8481,7)
(2321,6)
(10542,2)
(5966,3)
(7825,6)
(2320,6)
(7809,3)
(7808,3)
(9605,2)
(5967,3)
(9604,2)
(6459,3)
(7244,1)
(10974,3)
(11017,1)
(3819,4)
(11016,1)
(4090,3)
(8261,5)
(1130,1)
(3055,3)
(7492,2)
(9703,3)
(8822,8)
