(9765,2)
(17318,2)
(2980,5)
(4611,10)
(4610,10)
(17319,2)
(9038,8)
(17797,6)
(20666,5)
(21115,2)
(4666,1)
(10617,7)
(20993,4)
(126,3)
(9601,1)
(4667,1)
(21202,1)
(10707,4)
(21114,2)
(127,3)
(10706,4)
(1249,3)
(21446,7)
(8782,7)
(21189,7)
(11518,7)
(21447,7)
(13109,7)
(14186,1)
(3025,1)
(11519,7)
(18168,2)
(4977,5)
(8662,3)
(9183,2)
(15152,2)
(1213,4)
(9182,2)
(9924,1)
(18169,2)
(19738,9)
(7975,1)
(815,7)
(20788,1)
(770,3)
(1547,7)
(5794,6)
(6485,2)
(7601,2)
(18498,1)
(5380,2)
(5951,4)
(6484,2)
(12401,2)
(9903,4)
(12434,2)
(4419,2)
(6755,10)
(9902,4)
(12400,2)
(4105,7)
(6754,10)
(8088,4)
(11645,2)
(12772,2)
(6088,6)
(8145,5)
(2330,2)
(4104,7)
(5226,2)
(18499,1)
(4583,3)
(12598,2)
(15048,1)
(18663,2)
(3464,1)
(5227,2)
(7015,4)
(4418,2)
(6089,6)
(7014,4)
(5915,10)
(10984,1)
(10985,1)
(13880,3)
(4506,3)
(13881,3)
(4507,3)
(17030,4)
(14174,5)
(15813,2)
(12163,7)
(13418,2)
(26,9)
(19867,5)
(1207,8)
(4118,1)
(11174,1)
(5790,4)
(17791,4)
(9109,8)
(17790,4)
(462,4)
(14115,3)
(15758,6)
(554,1)
(9514,3)
(14175,5)
(15165,2)
(4365,3)
(19256,6)
(4364,3)
(9636,2)
(18885,2)
(2458,3)
(17107,8)
(229,10)
(2420,5)
(1836,4)
(17509,4)
(2915,2)
(17508,4)
(14519,9)
(15734,4)
(6939,5)
(9412,3)
(10838,10)
(15811,3)
(21145,4)
(21377,9)
(5795,6)
(14350,6)
(16213,3)
(17382,2)
(19631,10)
(6007,9)
(19630,10)
(291,4)
(11482,8)
(11552,8)
(4120,1)
(11295,1)
(11553,8)
(19872,7)
(6130,4)
(12599,2)
(3868,3)
(17251,4)
(6725,4)
(9834,2)
(10253,1)
(601,1)
(20086,2)
(1635,4)
(16562,3)
(1634,4)
(1883,5)
(1823,5)
(1882,5)
(1822,5)
(7229,1)
(4341,1)
(5791,4)
(7228,1)
(228,10)
(5784,2)
(9637,2)
(4582,3)
(5016,1)
(12071,3)
(17383,2)
(4234,6)
(5950,4)
(8089,4)
(4130,2)
(4721,1)
(8440,4)
(151,2)
(3465,1)
(11294,1)
(6600,6)
(9515,3)
(2920,5)
(9835,2)
(19472,4)
(18879,7)
(12323,1)
(12955,3)
(13246,9)
(6357,6)
(10016,2)
(6356,6)
(851,7)
(9022,10)
(12197,8)
(12196,8)
(14013,5)
(14012,5)
(16267,4)
(9006,3)
(19553,3)
(19361,1)
(4841,10)
(19360,1)
(773,1)
(4840,10)
(772,1)
(20053,3)
(14969,4)
(20052,3)
(1447,2)
(14968,4)
(8611,10)
(19552,3)
(8252,2)
(13969,6)
(13247,9)
(13968,6)
(1446,2)
(8168,6)
(1210,1)
(15299,7)
(9825,4)
(15298,7)
(5061,3)
(9824,4)
(5060,3)
(13465,2)
(2678,2)
(14393,4)
(9595,10)
(7980,9)
(8889,1)
(9594,10)
(4117,1)
(8888,1)
(4116,1)
(15195,2)
(8206,3)
(11567,7)
(3237,4)
(4022,2)
(20162,2)
(945,1)
(4348,5)
(944,1)
(18411,9)
(12721,3)
(18410,9)
(4023,2)
(13094,3)
(20115,2)
(1789,1)
(20114,2)
(1788,1)
(7183,4)
(7182,4)
(9519,7)
(9518,7)
(16741,1)
(16740,1)
(17719,6)
(12799,3)
(17718,6)
(10489,4)
(12798,3)
(10488,4)
(20203,10)
(2545,1)
(19970,3)
(2544,1)
(12791,1)
(1435,9)
(12790,1)
(1434,9)
(12947,2)
(3387,1)
(12946,2)
(7502,1)
(20047,1)
(2217,8)
(20046,1)
(11130,1)
(13151,4)
(4349,5)
(13150,4)
(6163,2)
(8698,9)
(5075,1)
(5862,3)
(21203,1)
(6162,2)
(10989,4)
(3757,9)
(16110,10)
(6006,9)
(11483,8)
(3756,9)
(9505,1)
(11131,1)
(8162,2)
(11427,4)
(15181,1)
(19016,5)
(15180,1)
(19403,3)
(475,1)
(19402,3)
(15674,2)
(18235,3)
(18234,3)
(18549,4)
(10870,6)
(11387,1)
(10299,4)
(11386,1)
(3149,7)
(17962,9)
(3148,7)
(7327,2)
(2293,1)
(5754,4)
(1880,1)
(14829,1)
(10827,1)
(14828,1)
(8045,2)
(10826,1)
(13779,9)
(13778,9)
(10079,9)
(18474,3)
(4842,1)
(11029,9)
(18475,3)
(7295,8)
(12322,1)
(4114,3)
(19405,4)
(1546,7)
(20789,1)
(2255,2)
(16014,2)
(5857,2)
(16898,2)
(474,1)
(6603,1)
(7799,1)
(21188,7)
(14578,2)
(17491,4)
(12745,3)
(17490,4)
(8663,3)
(15580,1)
(999,3)
(17796,6)
(5347,4)
(15358,2)
(17429,6)
(3954,6)
(17607,1)
(5913,2)
(17606,1)
(389,6)
(19166,5)
(14753,1)
(15424,3)
(7443,6)
(16338,9)
(5953,2)
(9912,1)
(5952,2)
(7442,6)
(7699,1)
(19073,3)
(19504,6)
(8715,1)
(19072,3)
(6343,1)
(8714,1)
(5692,3)
(16507,9)
(2633,2)
(16506,9)
(20424,5)
(13446,6)
(18451,9)
(11489,3)
(16128,4)
(3585,8)
(19832,8)
(10368,7)
(16129,4)
(17094,2)
(19833,8)
(3449,2)
(11488,3)
(9087,3)
(14632,4)
(1870,1)
(3755,1)
(9314,3)
(20507,8)
(12021,2)
(16400,1)
(1871,1)
(5086,2)
(16401,1)
(20506,8)
(10024,1)
(19541,5)
(8859,7)
(16318,1)
(4368,10)
(17765,4)
(2489,1)
(6690,8)
(4944,8)
(7949,2)
(872,3)
(15913,4)
(2110,7)
(11684,4)
(13615,4)
