(1057,1)
(1089,4)
(1055,5)
(1087,8)
(1088,4)
(1051,3)
(1085,2)
(1086,8)
(1047,3)
(1083,4)
(1084,2)
(1043,1)
(1081,3)
(1082,4)
(1039,4)
(1079,3)
(1080,3)
(1035,4)
(1077,4)
(1078,3)
(1031,2)
(1075,5)
(1076,4)
(1027,1)
(1073,4)
(1074,5)
(1023,3)
(1071,1)
(1072,4)
(1019,1)
(1069,4)
(1070,1)
(1015,7)
(1067,2)
(1068,4)
(1011,4)
(1065,8)
(1066,2)
(1007,5)
(1063,4)
(1064,8)
(1003,1)
(1061,7)
(1062,4)
(999,1)
(1059,4)
(1060,7)
(995,4)
(1058,4)
(991,6)
(1053,7)
(1056,1)
(989,2)
(1049,3)
(1052,7)
(1054,5)
(985,6)
(1045,9)
(1048,3)
(1050,3)
(981,5)
(1041,3)
(1044,9)
(1046,3)
(977,2)
(1037,2)
(1040,3)
(1042,1)
(973,6)
(1033,1)
(1036,2)
(1038,4)
(969,5)
(1029,2)
(1032,1)
(1034,4)
(965,4)
(1025,7)
(1028,2)
(1030,2)
(961,2)
(1021,4)
(1024,7)
(1026,1)
(957,3)
(1017,6)
(1020,4)
(1022,3)
(953,7)
(1013,3)
(1016,6)
(1018,1)
(949,3)
(1009,1)
(1012,3)
(1014,7)
(945,3)
(1005,4)
(1008,1)
(1010,4)
(941,7)
(1001,3)
(1004,4)
(1006,5)
(937,1)
(997,8)
(1000,3)
(1002,1)
(933,4)
(993,4)
(996,8)
(998,1)
(929,4)
(992,4)
(994,4)
(925,4)
(987,2)
(990,6)
(923,10)
(983,8)
(986,2)
(988,2)
(919,3)
(979,2)
(982,8)
(984,6)
(915,2)
(975,8)
(978,2)
(980,5)
(911,3)
(971,2)
(974,8)
(976,2)
(907,1)
(967,4)
(970,2)
(972,6)
(903,3)
(963,4)
(966,4)
(968,5)
(899,6)
(959,1)
(962,4)
(964,4)
(895,2)
(955,2)
(958,1)
(960,2)
(891,9)
(951,9)
(954,2)
(956,3)
(887,3)
(947,7)
(950,9)
(952,7)
(883,3)
(943,4)
(946,7)
(948,3)
(879,2)
(939,4)
(942,4)
(944,3)
(875,9)
(935,1)
(938,4)
(940,7)
(871,1)
(931,3)
(934,1)
(936,1)
(867,1)
(927,1)
(930,3)
(932,4)
(863,1)
(926,1)
(928,4)
(859,1)
(921,4)
(924,4)
(857,3)
(917,9)
(920,4)
(922,10)
(853,5)
(913,4)
(916,9)
(918,3)
(849,5)
(909,1)
(912,4)
(914,2)
(845,1)
(905,3)
(908,1)
(910,3)
(841,4)
(901,7)
(904,3)
(906,1)
(837,7)
(897,1)
(900,7)
(902,3)
(833,10)
(893,4)
(896,1)
(898,6)
(829,2)
(889,10)
(892,4)
(894,2)
(825,1)
(885,4)
(888,10)
(890,9)
(821,2)
(881,3)
(884,4)
(886,3)
(817,3)
(877,3)
(880,3)
(882,3)
(813,3)
(873,8)
(876,3)
(878,2)
(809,4)
(869,2)
(872,8)
(874,9)
(805,2)
(865,3)
(868,2)
(870,1)
(801,5)
(861,3)
(864,3)
(866,1)
(797,2)
(860,3)
(862,1)
(793,2)
(855,2)
(858,1)
(791,8)
(851,10)
(854,2)
(856,3)
(787,4)
(847,6)
(850,10)
(852,5)
(783,2)
(843,4)
(846,6)
(848,5)
(779,9)
(839,2)
(842,4)
(844,1)
(775,1)
(835,2)
(838,2)
(840,4)
(771,3)
(831,10)
(834,2)
(836,7)
(767,3)
(827,2)
(830,10)
(832,10)
(763,4)
(823,7)
(826,2)
(828,2)
(759,10)
(819,2)
(822,7)
(824,1)
(755,3)
(815,1)
(818,2)
(820,2)
(751,1)
(811,9)
(814,1)
(816,3)
(747,7)
(807,9)
(810,9)
(812,3)
(743,2)
(803,2)
(806,9)
(808,4)
(739,2)
(799,2)
(802,2)
(804,2)
(735,3)
(795,3)
(798,2)
(800,5)
(731,10)
(794,3)
(796,2)
(727,4)
(789,8)
(792,2)
(725,2)
(785,1)
(788,8)
(790,8)
(721,4)
(781,8)
(784,1)
(786,4)
(717,2)
(777,1)
(780,8)
(782,2)
(713,1)
(773,3)
(776,1)
(778,9)
(709,2)
(769,8)
(772,3)
(774,1)
(705,6)
(765,1)
(768,8)
(770,3)
(701,1)
(761,4)
(764,1)
(766,3)
(697,4)
(757,4)
(760,4)
(762,4)
(693,1)
(753,3)
(756,4)
(758,10)
(689,1)
(749,1)
(752,3)
(754,3)
(685,2)
(745,8)
(748,1)
(750,1)
(681,7)
(741,6)
(744,8)
(746,7)
(677,1)
(737,2)
(740,6)
(742,2)
(673,1)
(733,9)
(736,2)
(738,2)
(669,5)
(729,4)
(732,9)
(734,3)
(665,2)
(728,4)
(730,10)
(661,1)
(723,1)
(726,4)
(659,4)
(719,1)
(722,1)
(724,2)
(655,1)
(715,1)
(718,1)
(720,4)
(651,3)
(711,4)
(714,1)
(716,2)
(647,8)
(707,4)
(710,4)
(712,1)
(643,1)
(703,2)
(706,4)
(708,2)
(639,8)
(699,1)
(702,2)
(704,6)
(635,5)
(695,4)
(698,1)
(700,1)
(631,4)
(691,1)
(694,4)
(696,4)
(627,5)
(687,3)
(690,1)
(692,1)
(623,3)
(683,3)
(686,3)
(688,1)
(619,2)
(679,2)
(682,3)
(684,2)
(615,1)
(675,4)
(678,2)
(680,7)
(611,4)
(671,3)
(674,4)
(676,1)
(607,1)
(667,5)
(670,3)
(672,1)
(603,9)
(663,2)
(666,5)
(668,5)
(599,10)
(662,2)
(664,2)
(595,3)
(657,1)
(660,1)
(593,5)
(653,4)
(656,1)
(658,4)
(589,8)
(649,2)
(652,4)
(654,1)
(585,2)
(645,4)
(648,2)
(650,3)
(239,3)
(299,4)
(302,3)
(304,4)
(235,3)
(295,2)
(298,4)
(300,10)
(231,1)
(291,1)
(294,2)
(296,4)
(227,1)
(287,2)
(290,1)
(292,2)
(223,6)
(283,1)
(286,2)
(288,2)
(219,2)
(279,3)
(282,1)
(284,4)
(215,3)
(275,3)
(278,3)
(280,4)
(211,9)
(271,3)
(274,3)
(276,3)
(207,4)
(267,9)
(270,3)
(272,7)
(203,4)
